id	description	condition	B1_G1	B1_S	B1_G2	B2_G1	B2_S	B2_G2	B3_S	B3_G1	B3_G2	Mix	sumUniPeps	sumPSMs	countNum
P00558	Phosphoglycerate kinase 1 OS=Homo sapiens OX=9606 GN=PGK1 PE=1 SV=3	54C.3	8315	7670.8	9658.9	9876.1	7252.3	9862.8	7813.7	10622.2	10694.7	12586.2	24	247	41
P18669	Phosphoglycerate mutase 1 OS=Homo sapiens OX=9606 GN=PGAM1 PE=1 SV=2	54C.3	4705.8	4094.4	6382	5885.6	3987.8	6059.5	3841.8	6117.8	6998.5	4420.1	4	116	22
O15305	Phosphomannomutase 2 OS=Homo sapiens OX=9606 GN=PMM2 PE=1 SV=1	54C.3	820	741.2	948	1035.6	723.6	894.7	746.6	1071.8	991.4	1240.2	10	18	12
O60256	Phosphoribosyl pyrophosphate synthase-associated protein 2 OS=Homo sapiens OX=9606 GN=PRPSAP2 PE=1 SV=1	54C.3	747.7	654.6	976.3	940.1	632.9	931	652.5	994.5	1005.7	725.8	15	27	16
O15067	Phosphoribosylformylglycinamidine synthase OS=Homo sapiens OX=9606 GN=PFAS PE=1 SV=4	54C.3	487	574.2	639.7	604.4	564.3	653.6	730.5	602.4	713	6380.4	21	32	19
O00625	Pirin OS=Homo sapiens OX=9606 GN=PIR PE=1 SV=1	54C.3	53.4	43.1	63.2	67.6	41	75.4	49.2	61.6	67.9	80.2	4	10	2
P20020	Plasma membrane calcium-transporting ATPase 1 OS=Homo sapiens OX=9606 GN=ATP2B1 PE=1 SV=4	54C.3	994.2	1146.3	1151.7	1143.7	1287.7	1039.5	1582.5	1335.3	1048.7	1386	8	27	15
P13796	Plastin-2 OS=Homo sapiens OX=9606 GN=LCP1 PE=1 SV=6	54C.3	15039.9	13328.1	19375.1	18575.9	13344.3	19484.6	12866.9	18828.7	20275.8	13439.1	30	397	70
O43660	Pleiotropic regulator 1 OS=Homo sapiens OX=9606 GN=PLRG1 PE=1 SV=1	54C.3	493.3	413.7	605.7	533.6	374.8	512.6	376.1	563.8	559.9	845.1	11	11	10
O95453	Poly(A)-specific ribonuclease PARN OS=Homo sapiens OX=9606 GN=PARN PE=1 SV=1	54C.3	72.5	78.8	72	77.5	89	89.6	113	90.4	96.6	840.5	4	4	3
P11940	Polyadenylate-binding protein 1 OS=Homo sapiens OX=9606 GN=PABPC1 PE=1 SV=2	54C.3	1636.1	1690.9	1596.5	1572.5	1660.9	1389.6	2021.6	1747	1510.1	10184.1	14	58	27
O60828	Polyglutamine-binding protein 1 OS=Homo sapiens OX=9606 GN=PQBP1 PE=1 SV=1	54C.3	1196.4	930.1	1372.6	1189.8	910.1	1165.7	784.9	1168.6	1156.6	774.8	8	16	10
P08397	Porphobilinogen deaminase OS=Homo sapiens OX=9606 GN=HMBS PE=1 SV=2	54C.3	2604.8	1897.7	2671.9	2678.1	1661	2464.4	1734.7	2833	2948.2	1906.3	17	64	20
O75400	Pre-mRNA-processing factor 40 homolog A OS=Homo sapiens OX=9606 GN=PRPF40A PE=1 SV=2	54C.3	406.2	418.4	485.7	427.9	398.5	394.6	409.4	430.2	391.3	1787.1	9	12	7
O94906	Pre-mRNA-processing factor 6 OS=Homo sapiens OX=9606 GN=PRPF6 PE=1 SV=1	54C.3	42.7	46.4	48.1	56.1	46.2	49	53.3	46.8	47.2	166.9	5	5	3
O60231	Pre-mRNA-splicing factor ATP-dependent RNA helicase DHX16 OS=Homo sapiens OX=9606 GN=DHX16 PE=1 SV=2	54C.3	369.2	375.9	493.9	316.3	417.3	336.1	363	311.5	326.2	1991.6	11	19	7
O75934	Pre-mRNA-splicing factor SPF27 OS=Homo sapiens OX=9606 GN=BCAS2 PE=1 SV=1	54C.3	121.2	124.9	154.5	161	120	146.3	152.7	173	140.8	443.4	8	9	6
O60925	Prefoldin subunit 1 OS=Homo sapiens OX=9606 GN=PFDN1 PE=1 SV=2	54C.3	743.1	654	886.8	899.5	609.8	877.2	578.1	942.5	930.3	707.4	6	17	5
O15212	Prefoldin subunit 6 OS=Homo sapiens OX=9606 GN=PFDN6 PE=1 SV=1	54C.3	1568.4	1396.8	2039.3	1976.4	1348	1973.3	1298.2	2059.8	2148	1352.3	8	41	8
P02545	Prelamin-A/C OS=Homo sapiens OX=9606 GN=LMNA PE=1 SV=1	54C.3	3722.3	2974.9	3854	3622.8	2616.5	3600.1	2883.1	4316.4	3727.3	3317.4	36	87	42
P09668	Pro-cathepsin H OS=Homo sapiens OX=9606 GN=CTSH PE=1 SV=4	54C.3	526.2	451.3	663.2	636.3	449.1	664.7	467.7	790.8	740.2	506.9	5	12	5
P26196	Probable ATP-dependent RNA helicase DDX6 OS=Homo sapiens OX=9606 GN=DDX6 PE=1 SV=2	54C.3	634.2	722.4	799.2	753	724.1	779.6	874.3	843.9	847.6	3708.6	12	29	14
O95671	Probable bifunctional dTTP/UTP pyrophosphatase/methyltransferase protein OS=Homo sapiens OX=9606 GN=ASMTL PE=1 SV=3	54C.3	30.3	38.5	43.4	42.1	42.9	41	34.8	44.2	52.4	295	3	3	3
P07711	Procathepsin L OS=Homo sapiens OX=9606 GN=CTSL PE=1 SV=2	54C.3	275.9	193.9	258.1	248	174.3	215.4	200.2	256	238.7	369.2	5	10	5
P07737	Profilin-1 OS=Homo sapiens OX=9606 GN=PFN1 PE=1 SV=2	54C.3	3648.9	3025.9	4109.4	4200.6	3096.5	4249.2	3169.8	4688.2	4482.8	9441.3	8	104	16
O14737	Programmed cell death protein 5 OS=Homo sapiens OX=9606 GN=PDCD5 PE=1 SV=3	54C.3	2037.2	1830.6	2343.4	2261	1722	2198.8	1603.6	2310.5	2458.1	2065.2	10	79	13
O75340	Programmed cell death protein 6 OS=Homo sapiens OX=9606 GN=PDCD6 PE=1 SV=1	54C.3	246.4	250.1	236.5	258.9	249	216.5	369.8	257	215.3	996.1	4	7	5
P25787	Proteasome subunit alpha type-2 OS=Homo sapiens OX=9606 GN=PSMA2 PE=1 SV=2	54C.3	1780.8	1638.7	2338.7	2225.2	1618.7	2121.2	1681	2246.9	2266.4	1855.2	13	58	15
P25788	Proteasome subunit alpha type-3 OS=Homo sapiens OX=9606 GN=PSMA3 PE=1 SV=2	54C.3	3063.9	2652.4	3819.9	3631.3	2512	3590.1	2403.8	3793.8	4045.3	2846.7	13	66	17
P25789	Proteasome subunit alpha type-4 OS=Homo sapiens OX=9606 GN=PSMA4 PE=1 SV=1	54C.3	3483.3	3185.7	4474.3	4139	3102.8	4223.4	3019.9	4332.4	4479.6	3401	12	78	20
O14818	Proteasome subunit alpha type-7 OS=Homo sapiens OX=9606 GN=PSMA7 PE=1 SV=1	54C.3	2757.7	2565.7	3669.4	3466.1	2455.8	3537	2577.4	3680.3	4048.3	2885	4	58	15
P11171	Protein 4.1 OS=Homo sapiens OX=9606 GN=EPB41 PE=1 SV=4	54C.3	732.1	744.7	682.8	735.3	752.6	653.5	869	855.9	735.6	3598.3	16	24	17
O60678	Protein arginine N-methyltransferase 3 OS=Homo sapiens OX=9606 GN=PRMT3 PE=1 SV=4	54C.3	66.1	95.4	77	86.1	92	96.7	152.8	103.2	119	1238.3	4	4	3
O14744	Protein arginine N-methyltransferase 5 OS=Homo sapiens OX=9606 GN=PRMT5 PE=1 SV=4	54C.3	2190.3	1922.2	2917.9	2753.4	1796.9	2790.7	1680.9	2824.5	2848.4	2689.7	25	68	27
O15234	Protein CASC3 OS=Homo sapiens OX=9606 GN=CASC3 PE=1 SV=2	54C.3	634.3	545.7	820	806.9	577.6	786.3	545.1	780	809.1	615.4	10	16	10
O75081	Protein CBFA2T3 OS=Homo sapiens OX=9606 GN=CBFA2T3 PE=1 SV=2	54C.3	263.9	338.1	221	189.6	390.8	208.7	414.6	213.6	202.4	1200.2	9	12	8
O75629	Protein CREG1 OS=Homo sapiens OX=9606 GN=CREG1 PE=1 SV=1	54C.3	323.7	320.3	379.9	360.9	269.2	355.6	269.3	383.8	345.2	263.7	5	12	5
O60610	Protein diaphanous homolog 1 OS=Homo sapiens OX=9606 GN=DIAPH1 PE=1 SV=2	54C.3	757.1	867.1	825.7	842.9	948.7	867.9	1251.3	1009.1	1082.3	9728.8	25	36	25
P13667	Protein disulfide-isomerase A4 OS=Homo sapiens OX=9606 GN=PDIA4 PE=1 SV=2	54C.3	3198.9	4062.8	3524.8	3662.2	4507.9	3232.9	5035.1	4078.6	3281.2	10991.8	33	104	40
P07237	Protein disulfide-isomerase OS=Homo sapiens OX=9606 GN=P4HB PE=1 SV=3	54C.3	8292.1	7696.2	9878.3	10090.5	7401	9916.4	7216.6	10224.5	9966.7	7764.6	29	177	43
O94915	Protein furry homolog-like OS=Homo sapiens OX=9606 GN=FRYL PE=1 SV=2	54C.3	114.2	99.1	146.2	185.1	104.4	164.4	111.7	156.6	175.1	478.7	1	3	2
O94992	Protein HEXIM1 OS=Homo sapiens OX=9606 GN=HEXIM1 PE=1 SV=1	54C.3	493.5	483	793.8	732	535.4	848.5	514.3	709.1	992.2	686	8	15	9
O43482	Protein Mis18-beta OS=Homo sapiens OX=9606 GN=OIP5 PE=1 SV=2	54C.3	83.8	106.1	90.9	91.5	119.5	91	130.5	99.5	93.6	197.2	3	4	3
O75323	Protein NipSnap homolog 2 OS=Homo sapiens OX=9606 GN=NIPSNAP2 PE=1 SV=1	54C.3	399.6	346.1	324.2	428.5	351.7	415.9	412	448.4	513.2	1100.6	7	12	7
O60502	Protein O-GlcNAcase OS=Homo sapiens OX=9606 GN=OGA PE=1 SV=2	54C.3	679.5	551	746.5	775.2	538.3	718.3	534.5	802.2	761.8	1569.5	15	20	13
O14974	Protein phosphatase 1 regulatory subunit 12A OS=Homo sapiens OX=9606 GN=PPP1R12A PE=1 SV=1	54C.3	946.9	801.3	933.9	921.3	724.9	849.7	802.6	989.8	944.2	3387.2	20	25	17
O75688	Protein phosphatase 1B OS=Homo sapiens OX=9606 GN=PPM1B PE=1 SV=1	54C.3	104.7	120.3	131.6	122.4	116.5	123.7	136.5	135.2	121.3	494.6	2	5	3
O15355	Protein phosphatase 1G OS=Homo sapiens OX=9606 GN=PPM1G PE=1 SV=1	54C.3	610.3	882.5	666.8	616.2	945.6	591.6	1141.7	741.8	713.5	6008.6	19	41	20
O43663	Protein regulator of cytokinesis 1 OS=Homo sapiens OX=9606 GN=PRC1 PE=1 SV=2	54C.3	22.1	22.8	22.6	20.6	30.8	27.4	30.3	27	22.9	355.6	2	4	2
O15258	Protein RER1 OS=Homo sapiens OX=9606 GN=RER1 PE=1 SV=1	54C.3	141.4	167.2	203.3	185.2	161.3	195.9	145.6	232.1	230.4	240.7	2	5	2
A3KN83	Protein strawberry notch homolog 1 OS=Homo sapiens OX=9606 GN=SBNO1 PE=1 SV=1	54C.3	105.5	126.5	135.5	112.5	134.1	129.7	170.3	130.3	127.5	1165.1	6	6	5
O95486	Protein transport protein Sec24A OS=Homo sapiens OX=9606 GN=SEC24A PE=1 SV=2	54C.3	35.8	43.1	50.7	48.9	38.2	50.2	64.1	51.5	46.5	451.6	3	4	2
O94979	Protein transport protein Sec31A OS=Homo sapiens OX=9606 GN=SEC31A PE=1 SV=3	54C.3	337.7	372.6	393.1	379.7	362.4	376.2	441.8	424.8	410.9	2953.2	18	23	15
A6NIH7	Protein unc-119 homolog B OS=Homo sapiens OX=9606 GN=UNC119B PE=1 SV=1	54C.3	34.4	33	34	38.8	28.5	44	46.5	38.6	43.8	141.7	1	1	1
O60232	Protein ZNRD2 OS=Homo sapiens OX=9606 GN=ZNRD2 PE=1 SV=1	54C.3	932.1	893.2	1379.5	1214	918.7	1329.4	865.1	1243.1	1497.4	927.6	5	19	7
P21980	Protein-glutamine gamma-glutamyltransferase 2 OS=Homo sapiens OX=9606 GN=TGM2 PE=1 SV=2	54C.3	1956	1294.3	1834.9	2035.4	1358.2	1845.3	1320.8	2157.7	2107.4	2837.6	10	45	23
P00491	Purine nucleoside phosphorylase OS=Homo sapiens OX=9606 GN=PNP PE=1 SV=2	54C.3	3663.7	3142.2	4681.1	4566.9	3013.4	4786.5	3097	4858.2	5165.7	3385.9	16	111	27
O00764	Pyridoxal kinase OS=Homo sapiens OX=9606 GN=PDXK PE=1 SV=1	54C.3	1159.5	1005.8	1356.6	1369.9	977.3	1362.8	990.9	1427.4	1501.9	1173.6	12	44	16
O94903	Pyridoxal phosphate homeostasis protein OS=Homo sapiens OX=9606 GN=PLPBP PE=1 SV=1	54C.3	245.5	285.2	306	335.6	300.5	329.6	369.5	338	341	1515.2	8	10	7
P11498	Pyruvate carboxylase, mitochondrial OS=Homo sapiens OX=9606 GN=PC PE=1 SV=2	54C.3	111.4	144.1	132.4	126.1	170.2	151.1	207.9	153.6	151.4	840.8	8	9	6
P11177	Pyruvate dehydrogenase E1 component subunit beta, mitochondrial OS=Homo sapiens OX=9606 GN=PDHB PE=1 SV=3	54C.3	680.6	732.5	948.2	856	663.7	883.4	713.2	869.8	954.4	2378.5	9	17	11
O00330	Pyruvate dehydrogenase protein X component, mitochondrial OS=Homo sapiens OX=9606 GN=PDHX PE=1 SV=3	54C.3	1576	1532.9	2011.7	2196	1507.8	2129.5	1556.5	2262.8	2280.6	1624.9	18	42	21
P14618	Pyruvate kinase PKM OS=Homo sapiens OX=9606 GN=PKM PE=1 SV=4	54C.3	10952.4	9907.4	14137	13500.7	9204.1	14211.9	9170.2	14249.4	14982.4	10155.3	3	271	41
O95825	Quinone oxidoreductase-like protein 1 OS=Homo sapiens OX=9606 GN=CRYZL1 PE=1 SV=2	54C.3	799.1	665.2	1000	1007.4	672.4	975.4	649.4	1069	1006	632.3	10	19	11
O43504	Ragulator complex protein LAMTOR5 OS=Homo sapiens OX=9606 GN=LAMTOR5 PE=1 SV=1	54C.3	513.3	445.9	551.9	575.1	444.7	582.5	493.8	657.4	599.6	468.3	4	13	5
P15153	Ras-related C3 botulinum toxin substrate 2 OS=Homo sapiens OX=9606 GN=RAC2 PE=1 SV=1	54C.3	196.1	247	255.8	263.8	274.1	255.2	363.4	322.8	276.2	871.8	3	8	5
P20338	Ras-related protein Rab-4A OS=Homo sapiens OX=9606 GN=RAB4A PE=1 SV=3	54C.3	347.1	377.5	437.3	385.9	371.6	417.3	373.7	439.5	518.2	433	5	15	7
P20339	Ras-related protein Rab-5A OS=Homo sapiens OX=9606 GN=RAB5A PE=1 SV=2	54C.3	271	280.3	337.5	329.6	300.2	339.3	317.1	356.2	366.9	312.9	6	35	7
A6NED2	RCC1 domain-containing protein 1 OS=Homo sapiens OX=9606 GN=RCCD1 PE=1 SV=1	54C.3	256.1	248.4	317.6	312.3	250.3	286.7	256.3	330.3	302.4	425.4	5	5	5
O94788	Retinal dehydrogenase 2 OS=Homo sapiens OX=9606 GN=ALDH1A2 PE=1 SV=3	54C.3	2429.3	2209.7	3364.2	2951.9	2101.2	3254.1	2197	3258.8	3605.3	2101.9	16	76	18
P06400	Retinoblastoma-associated protein OS=Homo sapiens OX=9606 GN=RB1 PE=1 SV=2	54C.3	1165.9	1358.5	2036.1	1442.1	1297.5	1856.6	1412.7	1498.5	2053.5	2361.4	19	30	17
O75116	Rho-associated protein kinase 2 OS=Homo sapiens OX=9606 GN=ROCK2 PE=1 SV=4	54C.3	357.6	478.9	424.3	479.5	540.4	520.7	718.6	509.5	522.3	4271.5	18	23	15
O75792	Ribonuclease H2 subunit A OS=Homo sapiens OX=9606 GN=RNASEH2A PE=1 SV=2	54C.3	142.7	159.1	175.4	171	169.8	181.1	220.2	195.6	186.3	757.1	6	6	6
P13489	Ribonuclease inhibitor OS=Homo sapiens OX=9606 GN=RNH1 PE=1 SV=2	54C.3	902	818.9	982.4	1069	767	938.2	886.4	1100.4	1095.1	4031.3	15	32	16
O75817	Ribonuclease P protein subunit p20 OS=Homo sapiens OX=9606 GN=POP7 PE=1 SV=2	54C.3	140.2	154.3	168.6	166.4	141.8	152.3	168.4	176.5	185	272.3	4	6	4
O00584	Ribonuclease T2 OS=Homo sapiens OX=9606 GN=RNASET2 PE=1 SV=2	54C.3	1162.1	971.4	1254.6	1292.2	920.4	1272.8	1067.5	1670.5	1489.5	976.5	10	25	13
P23921	Ribonucleoside-diphosphate reductase large subunit OS=Homo sapiens OX=9606 GN=RRM1 PE=1 SV=1	54C.3	4757.9	4372.4	7363.6	5791.2	4269.7	7150.3	4171	6288.3	7943.2	7825.2	33	134	47
O60524	Ribosome quality control complex subunit NEMF OS=Homo sapiens OX=9606 GN=NEMF PE=1 SV=4	54C.3	170.3	265.4	165.6	192.8	278.3	204.7	351.2	209.8	205.5	1804.9	6	7	7
P16083	Ribosyldihydronicotinamide dehydrogenase [quinone] OS=Homo sapiens OX=9606 GN=NQO2 PE=1 SV=5	54C.3	945.4	798.8	1138	1238.9	825.1	1181.7	804.1	1310.7	1294.6	787.9	10	24	8
P22087	rRNA 2'-O-methyltransferase fibrillarin OS=Homo sapiens OX=9606 GN=FBL PE=1 SV=2	54C.3	193	311.7	193.6	226.4	453.5	223.9	523.5	216	210.2	690.7	6	12	8
O43865	S-adenosylhomocysteine hydrolase-like protein 1 OS=Homo sapiens OX=9606 GN=AHCYL1 PE=1 SV=2	54C.3	621.2	524.6	664.5	655	460.5	598.6	426.7	693.6	595.4	775	4	24	9
P10768	S-formylglutathione hydrolase OS=Homo sapiens OX=9606 GN=ESD PE=1 SV=2	54C.3	2909.1	2579.1	3858.4	3663	2402.7	3699.8	2353.4	3854.4	4028.1	2523.7	11	62	12
O14828	Secretory carrier-associated membrane protein 3 OS=Homo sapiens OX=9606 GN=SCAMP3 PE=1 SV=3	54C.3	266	260.7	312	297	326.2	267	361	303.7	258.6	395.8	5	8	5
O60613	Selenoprotein F OS=Homo sapiens OX=9606 GN=SELENOF PE=1 SV=4	54C.3	253.7	288	245.1	288.3	281	255.4	336.8	334.8	263.1	681.6	3	9	3
P07477	Serine protease 1 OS=Homo sapiens OX=9606 GN=PRSS1 PE=1 SV=1	54C.3	2429.7	1838.9	2523.4	2395	1863.5	2349.5	1535.7	2266	2311.5	1964.5	2	52	7
P10398	Serine/threonine-protein kinase A-Raf OS=Homo sapiens OX=9606 GN=ARAF PE=1 SV=2	54C.3	17.3	22.7	20.5	16.9	20.3	16.5	28.4	17.2	20.8	285.8	2	2	2
O14757	Serine/threonine-protein kinase Chk1 OS=Homo sapiens OX=9606 GN=CHEK1 PE=1 SV=2	54C.3	126.5	164.9	206	225.1	186.1	254.7	220.8	217.5	303.7	894.6	8	10	7
O95835	Serine/threonine-protein kinase LATS1 OS=Homo sapiens OX=9606 GN=LATS1 PE=1 SV=1	54C.3	193.4	181.3	249.8	246	208.3	234.8	203	235.1	244.4	798.5	5	6	5
O95747	Serine/threonine-protein kinase OSR1 OS=Homo sapiens OX=9606 GN=OXSR1 PE=1 SV=1	54C.3	216.7	269.9	269.5	233.9	279.4	252.1	425.3	268.8	281.3	3348.5	11	17	9
O96013	Serine/threonine-protein kinase PAK 4 OS=Homo sapiens OX=9606 GN=PAK4 PE=1 SV=1	54C.3	14.6	17.1	13.1	16.6	15.6	16.6	22.4	17.8	13.4	138.9	3	4	1
O75170	Serine/threonine-protein phosphatase 6 regulatory subunit 2 OS=Homo sapiens OX=9606 GN=PPP6R2 PE=1 SV=2	54C.3	437.7	402.1	506.8	523	382.9	523.1	412	548.1	549.1	546.3	13	15	13
A0MZ66	Shootin-1 OS=Homo sapiens OX=9606 GN=SHTN1 PE=1 SV=4	54C.3	585.1	561.9	590.3	562.8	529.5	519.9	576.7	583.7	576.8	2253.2	14	15	10
P16219	Short-chain specific acyl-CoA dehydrogenase, mitochondrial OS=Homo sapiens OX=9606 GN=ACADS PE=1 SV=1	54C.3	483.6	360.6	453.6	478.7	347.4	433.2	344.2	491.6	440.4	509.2	12	19	10
P09132	Signal recognition particle 19 kDa protein OS=Homo sapiens OX=9606 GN=SRP19 PE=1 SV=3	54C.3	106.4	124.5	114	111.5	152	118.3	198.2	126	111.9	328	4	8	3
P08240	Signal recognition particle receptor subunit alpha OS=Homo sapiens OX=9606 GN=SRPRA PE=1 SV=2	54C.3	43.3	91.9	57	57.6	97.2	53.3	123.7	59.8	52.5	529	3	4	3
O00193	Small acidic protein OS=Homo sapiens OX=9606 GN=SMAP PE=1 SV=1	54C.3	2401.1	1984.5	3104.1	2718.5	1857.4	2621.3	1788.1	2866.1	3125.4	1539.2	5	34	7
O43765	Small glutamine-rich tetratricopeptide repeat-containing protein alpha OS=Homo sapiens OX=9606 GN=SGTA PE=1 SV=1	54C.3	628	843.6	785.9	738.7	865.7	731.4	955.2	766.2	813.2	4396.5	11	33	12
P11166	Solute carrier family 2, facilitated glucose transporter member 1 OS=Homo sapiens OX=9606 GN=SLC2A1 PE=1 SV=2	54C.3	137.2	151.3	196.9	171.7	159.6	165.5	176.7	215.9	178.6	226	4	6	4
O60749	Sorting nexin-2 OS=Homo sapiens OX=9606 GN=SNX2 PE=1 SV=2	54C.3	186.9	247.6	212.5	195.3	265	204.8	385.2	212.7	214.5	1657.9	8	15	7
O60493	Sorting nexin-3 OS=Homo sapiens OX=9606 GN=SNX3 PE=1 SV=3	54C.3	168.4	205.8	207.3	183	211.4	176.7	265.2	205.5	216.4	1438	5	12	6
P02549	Spectrin alpha chain, erythrocytic 1 OS=Homo sapiens OX=9606 GN=SPTA1 PE=1 SV=5	54C.3	265.9	275.7	295.1	266.7	254.3	272	309.2	299.2	297.7	1631.3	17	21	10
O75391	Sperm-associated antigen 7 OS=Homo sapiens OX=9606 GN=SPAG7 PE=1 SV=2	54C.3	1057.4	916.8	1289.4	1307.4	921.9	1199.9	917.2	1341.6	1259.6	1269.3	10	20	11
P19623	Spermidine synthase OS=Homo sapiens OX=9606 GN=SRM PE=1 SV=1	54C.3	883	745.7	1004.5	1122.6	486.4	1097.8	516	981	1148.5	2743.2	14	40	17
O75533	Splicing factor 3B subunit 1 OS=Homo sapiens OX=9606 GN=SF3B1 PE=1 SV=3	54C.3	1189.6	1277.7	1255.5	1166	1219.9	1181.5	1629.2	1307.2	1311.5	9297	31	43	27
P23246	Splicing factor, proline- and glutamine-rich OS=Homo sapiens OX=9606 GN=SFPQ PE=1 SV=2	54C.3	1060.3	1175	1135	987.4	1254.7	1054.4	1493.5	1167.6	1140.9	2743.1	20	34	21
O95104	SR-related and CTD-associated factor 4 OS=Homo sapiens OX=9606 GN=SCAF4 PE=1 SV=3	54C.3	282.8	293.1	291.2	267.5	326.3	267	413.7	295.8	276	2407.1	6	9	6
O95630	STAM-binding protein OS=Homo sapiens OX=9606 GN=STAMBP PE=1 SV=1	54C.3	281.3	308.3	339.5	339.9	322.8	330.4	373.2	374	369.2	1724.4	7	7	6
P22307	Sterol carrier protein 2 OS=Homo sapiens OX=9606 GN=SCP2 PE=1 SV=2	54C.3	1388	1321.4	1733.1	1722.4	1261.9	1705.7	1280.6	1740.3	1418.7	2039.2	12	32	15
O43815	Striatin OS=Homo sapiens OX=9606 GN=STRN PE=1 SV=4	54C.3	901.4	829.1	837.2	902.3	819.9	860.4	944.9	923	980.8	1854.1	16	23	18
O95347	Structural maintenance of chromosomes protein 2 OS=Homo sapiens OX=9606 GN=SMC2 PE=1 SV=2	54C.3	626.1	756.8	699.3	697.1	848	676.1	1222.9	733.4	786.6	11347.8	31	40	23
P21912	Succinate dehydrogenase [ubiquinone] iron-sulfur subunit, mitochondrial OS=Homo sapiens OX=9606 GN=SDHB PE=1 SV=3	54C.3	292.4	389.9	304.8	343	456	311.3	493.3	376.5	301.8	605.1	9	12	8
O14508	Suppressor of cytokine signaling 2 OS=Homo sapiens OX=9606 GN=SOCS2 PE=1 SV=1	54C.3	177.5	166.2	203.1	216.7	163.9	234.1	166.4	259.2	253.8	298.7	4	5	4
O75683	Surfeit locus protein 6 OS=Homo sapiens OX=9606 GN=SURF6 PE=1 SV=3	54C.3	537.6	929.9	630.3	590.2	972.9	503.1	889.8	659.2	335.7	750.8	12	21	11
O75940	Survival of motor neuron-related-splicing factor 30 OS=Homo sapiens OX=9606 GN=SMNDC1 PE=1 SV=1	54C.3	843.4	746.6	1144.4	1156.7	798.8	1189.6	798.9	1252	1297.7	787.4	7	21	7
O60264	SWI/SNF-related matrix-associated actin-dependent regulator of chromatin subfamily A member 5 OS=Homo sapiens OX=9606 GN=SMARCA5 PE=1 SV=1	54C.3	370.3	491.7	429.9	418.8	487.3	428	709.4	456.3	474.3	4081.8	15	19	12
O15498	Synaptobrevin homolog YKT6 OS=Homo sapiens OX=9606 GN=YKT6 PE=1 SV=1	54C.3	894	744.1	1184.8	1065.7	725.1	1106.6	696.5	1067.7	1208.7	1001.2	10	19	11
O00161	Synaptosomal-associated protein 23 OS=Homo sapiens OX=9606 GN=SNAP23 PE=1 SV=1	54C.3	1616.6	1622.9	2228.3	1999.1	1660.6	2075.1	1752.1	2146.7	2184.5	1377	11	37	14
O95721	Synaptosomal-associated protein 29 OS=Homo sapiens OX=9606 GN=SNAP29 PE=1 SV=1	54C.3	2677.7	2576.6	2964.9	2740.4	2558.2	2620.2	2561.5	2697.1	2899.8	2835.3	13	74	22
P17542	T-cell acute lymphocytic leukemia protein 1 OS=Homo sapiens OX=9606 GN=TAL1 PE=1 SV=2	54C.3	472.2	505.3	325.3	306.8	426	273.9	465.2	314.9	279.3	784.6	6	10	6
P17987	T-complex protein 1 subunit alpha OS=Homo sapiens OX=9606 GN=TCP1 PE=1 SV=1	54C.3	10653.7	9713.7	12083.7	12107.6	9660.5	12476.5	9849.9	12530.7	13479.2	11845.9	29	275	47
O60784	Target of Myb1 membrane trafficking protein OS=Homo sapiens OX=9606 GN=TOM1 PE=1 SV=2	54C.3	173	159.1	155.9	169.2	140.4	158.3	192.1	174.2	184.6	413.1	4	5	4
O60343	TBC1 domain family member 4 OS=Homo sapiens OX=9606 GN=TBC1D4 PE=1 SV=2	54C.3	102.2	72.7	109.1	138.2	68.2	99.8	68.8	116.8	96.4	75.4	1	1	1
O95801	Tetratricopeptide repeat protein 4 OS=Homo sapiens OX=9606 GN=TTC4 PE=1 SV=3	54C.3	174.8	213	195.6	225.7	247.5	220.1	361.3	228.8	242.9	2279.5	11	12	9
O95881	Thioredoxin domain-containing protein 12 OS=Homo sapiens OX=9606 GN=TXNDC12 PE=1 SV=1	54C.3	823.5	807.2	916	886.2	863.2	855.5	797.3	1018.8	694.4	1670.7	7	31	10
O14530	Thioredoxin domain-containing protein 9 OS=Homo sapiens OX=9606 GN=TXNDC9 PE=1 SV=2	54C.3	366.4	328.4	435.8	426.9	333.6	376	385.3	402.5	375	1234	6	11	7
O43396	Thioredoxin-like protein 1 OS=Homo sapiens OX=9606 GN=TXNL1 PE=1 SV=3	54C.3	261.7	340.3	295.1	288.6	356.5	303.4	459.8	309.6	369.5	2942.4	9	13	9
P23919	Thymidylate kinase OS=Homo sapiens OX=9606 GN=DTYMK PE=1 SV=4	54C.3	1379.5	1216.3	1784	1564.4	1100.5	1647.7	1113.5	1649.1	1693.4	1492.8	14	36	15
P04818	Thymidylate synthase OS=Homo sapiens OX=9606 GN=TYMS PE=1 SV=3	54C.3	236.3	265.4	294.7	276.8	271.2	286.3	378.5	320	307.2	2700.7	10	13	9
O14656	Torsin-1A OS=Homo sapiens OX=9606 GN=TOR1A PE=1 SV=1	54C.3	295.6	342.7	250.9	211.8	359	214.4	347.9	209.5	204.6	397.5	5	6	5
O14657	Torsin-1B OS=Homo sapiens OX=9606 GN=TOR1B PE=1 SV=2	54C.3	128.4	136	108	110.4	124.9	109.4	142.8	129.4	108.3	273.8	3	4	3
O94842	TOX high mobility group box family member 4 OS=Homo sapiens OX=9606 GN=TOX4 PE=1 SV=1	54C.3	400.9	373.2	434	410.4	362.2	386.5	386.5	491.7	426.4	898.5	8	9	8
